SpeciesID,Date,RegionID,RegionName,Source(s),Site Location,Latitude,Longitude
-2,1995,m010,Falmouth/MA/Quissett Habor, Fofonoff,"briggs beach, little compton",42.3664655,-71.0854323
-2,1996,m013,"Briggs Beach, Little Compton/RI/Buzzards Bay", Ledesma and O'Connor 1996,"newport, rhode island sound",41.4820897,-71.3103135
-2,1996,m020,"Newport, Rhode Island Sound", USGS Nonindigenous Aquatic Species Program 2008,narragansett bay campus,42.3664655,-71.0854323
-2,1997,m020,"Narragansett Bay Campus/RI/West Passage, Narragansett Bay", Paul Fofonoff,"cove haven marina, barrington",41.7512762,-71.352719
-2,2000,m020,"Cove Haven Marina, Barrington/RI/Narragansett Bay", MIT Sea Grant 2002,"warwick cove marina, warwick",41.6882062,-71.3967663
-2,2000,m020,"Warwick Cove Marina, Warwick/RI/Narragansett Bay", MIT Sea Grant 2002,providence river,41.8193007,-71.406038
-2,2013,m020,"Port Edgewood Marina, Cranston/RI/Providence River", Wells et al. 2014,"savethe bay docks, providence",41.7870103,-71.3863882
-2,2019,m020,"Savethe Bay Docks, Providence/RI/Providence River", Pederson et al. 2021,bristol,42.0759597,-79.3261083
-2,1998,m020,Bristol/RI/Narragansett Bay, O'Connor 2013,taunton river,42.3664655,-71.0854323
-2,2000,m020,"Fall River Battleship Cove, Fall River/MA/Taunton River", MIT Sea Grant 2002,block island sound,42.3664655,-71.0854323
-2,1997,m023,Weekapaug/RI/Block Island Sound, Whitlach and Osman 2000,point judith pond,41.395489,-71.5319711
-2,2019,m023,"Point Jusith Pond Marina, Wakefield/RI/Point Judith Pond", Pederson et al. 2019,block island sound,42.3664655,-71.0854323
-2,1997,m023,Matunuck/RI/Block Island Sound, Whitlatch and Osman 2000,block island sound,42.3664655,-71.0854323
-2,1994,m023,Point Judith/RI/Block Island Sound, McDermott 1998; 1997,block island sound,42.3664655,-71.0854323
-2,Unknown Date,m023,Block Island/RI/Block Island Sound,USGS Nonindigenous Aquatic Species Program 2008,"orient point, long island",42.3664655,-71.0854323
-2,2006,m030,"Orient Point, Long Island/NY/Peconic Bay", Griffen and Delaney 2007,bronx,40.8518029,-74.0054027
-2,1994,m040,Bronx/NY/Pelham Bay, McDermott 1998,long island sound,42.3664655,-71.0854323
-2,1994,m040,Rye/NY/Long Island Sound, Kraemer et al. 2007,long island sound,42.3664655,-71.0854323
-2,1993,m040,Milford/CT/Long Island Sound, McDermott 1998,long island sound,42.3664655,-71.0854323
-2,1995,m040,East Haven/CT/Long Island Sound, USGS Nonindigenous Aquatic Species Program 2008,long island sound,42.3664655,-71.0854323
-2,2015,m040,Groton/CT/Long Island Sound, Lord and Williams 2016,long island sound,42.3664655,-71.0854323
-2,1997,m040,"Crane Point, Long Island/NY/Long Island Sound", Gerard et al. 1999,oak beach,42.3664655,-71.0854323
-2,1993,m050,Oak Beach/NY/Atlantic Ocean, USGS Nonindigenous Aquatic Species Program 2008,south shore of long island,42.3664655,-71.0854323
-2,1994,m050,South Shore of Long Island/NY/Atlantic Ocean, McDermott 1998,"montauk, long island",40.8179178,-72.9953893
-2,2006,m050,"Montauk, Long Island/NY/Atlantic Ocean", Griffen and Delaney 2007,point lookout,40.5905869,-73.5909373
-2,0016,m050,"Point Lookout/NY/Reynolds Channel, South Oyster Bay", 2012-213,sandy hook,40.4283903,-74.0039318
-2,1992,m060,Sandy Hook/NJ/Raritan Bay, McDermott 1998,new york harbor,40.6216928,-74.2297125
-2,1999,m060,west side of Manhattan/NY/New York Harbor, Strayer et al. 2007,new york harbor,40.6216928,-74.2297125
-2,Unknown Date,m060,South Street Seaport/NY/New York Harbor,MIT Sea Grant 2003,new york harbor,40.6216928,-74.2297125
-2,2005,m060,near Sandy Hook/NJ/New York Harbor, Delaney et al. 2008,barnegat inlet,39.7645952,-74.1201364
-2,1992,m070,NJ/Barnegat Inlet, McDermott 1998,cape may,38.9402734,-74.9421764
-2,1990,m080,"Cape May/NJ/Cape May Harbor, Atlantic Ocean", McDermott et al. 1998,hereford inlet,42.3664655,-71.0854323
-2,1990,m080,Cape May Co./NJ/Hereford Inlet, McDermott 1998, townsends inlet,39.1265574,-74.7319966
-2,1988,m080,Cape May Co./NJ/ Townsends Inlet, McDermott 1991,great egg harbor,39.3043131,-74.6701601
-2,1992,m080,NJ/Great Egg Harbor, McDermott 1998,cape henlopen,38.7820451,-75.1062667
-2,1992,m090,Cape Henlopen/DE/Delaware Bay-Atlantic, USGS Nonindigenous Aquatic Species Program 2008,port mahon,39.1854216,-75.4215867
-2,2003,m090,Port Mahon/DE/Delaware Bay, Fofonoff,university of delaware harbor,39.6809192,-75.7549009
-2,0012,m090,Lewes/DE/University of Delaware Harbor, Schab et al. 2013,indian river inlet,38.608978,-75.0737737
-2,1992,m100,DE/Indian River Inlet, McDermott 1998,indian river inlet,38.608978,-75.0732361
-2,2003,m100,Holts Landing/DE/Indian River Inlet, Miller and Brown 2005,isle of wight,50.6710822,-1.656866
-2,2003,m110,Isle of Wight/MD/Assawoman Bay, Miller and Brown 2005,chincoteague inlet,37.8846005,-75.4324228
-2,2003,m120,Chincoteague/VA/Chincoteague Inlet, Miller and Brown 2005,george island landing,38.0457225,-75.3856967
-2,2003,m120,George Island Landing/VA/Chincoteague Bay, Miller and Brown 2005,newport bay,41.4843762,-71.3175724
-2,2003,m120,Newport Bay/MD/Chincoteague Bay, Miller and Brown 2005,ocean city,38.3877329,-75.1532091
-2,1999,m120,Ocean City/MD/Atlantic Ocean, USGS Nonindigenous Aquatic Species Program 2008,fishermans island,37.0929531,-75.9840978
-2,1994,m128,Fishermans Island/VA/Chesapeake Bay-Atlantic, Ruiz et al.,cape charles,37.2582938,-76.0511196
-2,1995,m128,Cape Charles/VA/Chesapeake Bay-Atlantic, Ruiz et al.,elizabeth river,36.8519443,-76.3281183
-2,1995,m130,Portsmouth/VA/Elizabeth River, Ruiz et al.,rudees inlet-atlantic,42.3664655,-71.0854323
-2,1995,m130,Virginia Beach/VA/Rudees Inlet-Atlantic, Ruiz et al.,hampton roads,36.961579,-76.5512877
-2,2000,m130,Newport News/VA/Hampton Roads, USGS Nonindigenous Aquatic Species Program 2008,little choptank river,38.531303,-76.3279306
-2,2020,m130,Dorchester Co./MD/Little Choptank River, USGS Nonindigenous Aquatic Species Program 2020,nantucket sound,41.343189,-70.350871
-2,2011,n185,"Dead Neck Island, Cotuit/MA/Nantucket Sound", MIT Sea Grant 2012,nantucket sound,41.343189,-70.350871
-2,1997,n185,Dennis/MA/Nantucket Sound, O'Connor 2013,vineyard sound,41.6509061,-70.6152656
-2,2006,n195,Marthas Vineyard/MA/Vineyard Sound, Griffen and Delaney 2007,vineyard sound,41.6509061,-70.6152656
-2,1996,n195,Falmouth/MA/Vineyard Sound, O'Connor 2013,,,
